course_no,section,title,classification,course_type,isLab,fields,areas,credit,theory,lab,remarks
HL472,11,UGRP Ⅳ - 컴퓨터 작업 효율화를 위한 개인화된 인공지능 기술 연구,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL472,12,UGRP Ⅳ - 딥러닝 기반 생물세포 홀로 그래픽 영상 세그멘테이션,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL472,13,UGRP Ⅳ - 존재론적 다양성과 한국의 과학 다양성,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL472,14,UGRP Ⅳ - 한국 생태주의의 새로운 함의,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL472,15,UGRP Ⅳ - 수강 신청 알고리즘 개발,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL472,16,UGRP Ⅳ - 소형 실내 주행 로봇제작과 SLAM을 이용한 환경인식 및 자율주행 연구,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),3.0,3.0,0.0,
HL474a,01,기술평가 실무,교선필수,교과,이론,DGIST특성화,비이공계리더,3.0,3.0,0.0,
HL482,01,기술벤처 Ⅱ,교선필수,교과,이론,DGIST특성화,창업리더,3.0,3.0,0.0,
IC567,01,EE:선형시스템 (이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
IC580,01,EE : 전자기기의 기초 (이.공) ,교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
IC586,01, EE: 바이오 전자 개론(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
IC607,01,CS:운영체제 (이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English) / C/C++ 프로그래밍이 가능한 학생만 수강할 것
IC667,01,EE&CSE: 컨벡스 최적화(이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
IC900,01,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,02,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,03,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,04,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,05,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,06,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,07,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,08,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,09,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,10,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,11,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,12,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,14,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,15,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,16,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
IC900,17,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
NB513,01,고급 세포 생물학 (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB516,01,고급 생화학(이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB526,01,세포신호전달과 생명 연속성 (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB529,01,생물통계학 (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB542,01,생물 의학 (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB544,01,식물유전공학 (이) ,교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB551,01,단분자 생물물리 (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB553,01,질량분석과 단백체학(이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB606,01,중개 의학 개론(이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB607,01,생명과학도를 위한 주요 질환 소개(이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
NB900,01,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,영어강의(Delivered in English)
NB900,02,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,영어강의(Delivered in English)
NB900,03,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,영어강의(Delivered in English)
RT512,01,생체신호 측정 및 처리(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
RT623,01,"나노과학 기술입문(이,공)",교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
RT624,01,모터시스템제어(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
RT900,01,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,02,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,03,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,04,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,05,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,06,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,07,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,08,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,09,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,10,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,11,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,12,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,13,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
RT900,14,Thesis (이.공),교선필수,연구(Thesis),이론,기초공학,MIREBraiN,1.0,5.0,0.0,
SE102a,01,다변수 미적분학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE102) 다변수 미적분학, (SE114) 다변수 미적분학 연습"
SE102a,02,다변수 미적분학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE102) 다변수 미적분학, (SE114) 다변수 미적분학 연습"
SE102a,03,다변수 미적분학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE102) 다변수 미적분학, (SE114) 다변수 미적분학 연습"
SE102a,04,다변수 미적분학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE102) 다변수 미적분학, (SE114) 다변수 미적분학 연습"
SE105,01,전자기학,공통필수,교과,이론,기초과학,물리,3.0,3.0,0.0,
SE105,02,전자기학,공통필수,교과,이론,기초과학,물리,3.0,3.0,0.0,
SE105a,01,전자기학-심화,공통필수,교과,이론,기초과학,물리,3.0,3.0,0.0,
SE105b,01,전자기학-기초,공통필수,교과,이론,기초과학,물리,3.0,3.0,0.0,
SE106,01,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,02,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,03,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,04,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,05,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,06,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE106,07,전자기학실험,공통필수,교과,실습,기초과학,물리,1.0,0.0,2.0,
SE108a,01,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,02,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,03,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,04,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,05,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,06,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,07,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,08,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,09,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE108a,10,기초화학실험,공통필수,교과,실습,기초과학,화학,1.0,0.0,2.0,동일과목 : (SE108) 기초화학실험 I
SE109,01,화학 반응의 이해,공통필수,교과,이론,기초과학,화학,3.0,3.0,0.0,
SE109,02,화학 반응의 이해,공통필수,교과,이론,기초과학,화학,3.0,3.0,0.0,
SE109,03,화학 반응의 이해,공통필수,교과,이론,기초과학,화학,3.0,3.0,0.0,
SE109,04,화학 반응의 이해,공통필수,교과,이론,기초과학,화학,3.0,3.0,0.0,
SE111,01,분자와 생명현상,공통필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE111,02,분자와 생명현상,공통필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE111a,01,분자와 생명현상-심화,공통필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE111b,01,분자와 생명현상-기초,공통필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE112,01,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,02,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,03,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,04,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,05,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,06,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE112,07,분자와 생명현상 실험,공통필수,교과,실습,기초과학,생물,1.0,0.0,2.0,
SE118,01,디자인 사고,공통필수,교과,이론,기초공학,디자인 사고,3.0,3.0,0.0,동일과목 : (SE302) 디자인공학
SE118,02,디자인 사고,공통필수,교과,이론,기초공학,디자인 사고,3.0,3.0,0.0,동일과목 : (SE302) 디자인공학
SE202b,01,복합 공학 수학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE202) 복합 공학 수학, (SE209) 복합 공학 수학 연습 / 2014~2017학번에 한하여 신청 가능"
SE202b,02,복합 공학 수학,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE202) 복합 공학 수학, (SE209) 복합 공학 수학 연습 / 2014~2017학번에 한하여 신청 가능"
SE202c,01,복합 공학 수학 - 심화,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE202a) 복합 공학 수학 - 심화, (SE209a) 복합 공학 수학 연습  - 심화 / 2014~2017학번만 신청 가능"
SE206a,01,확률과 통계 및 실습,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE206) 확률과 통계(이론), (SE211) 확률과 통계(실습) / 2018학번 이후 학번만 신청 가능"
SE206a,02,확률과 통계 및 실습,공통필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE206) 확률과 통계(이론), (SE211) 확률과 통계(실습) / 2018학번 이후 학번만 신청 가능"
SE211a,01,확률과 통계 및 실습,공통필수,교과,이론및실습,기초공학,통계,3.0,3.0,1.0,"동일과목 : (SE206) 확률과 통계(이론), (SE211) 확률과 통계(실습) / 2014~2017학번만 신청 가능"
SE211a,02,확률과 통계 및 실습,공통필수,교과,이론및실습,기초공학,통계,3.0,3.0,1.0,"동일과목 : (SE206) 확률과 통계(이론), (SE211) 확률과 통계(실습) / 2014~2017학번만 신청 가능"
SE212,01,세포와 생명현상,공통필수,교과,이론,기초과학,생물,2.0,2.0,0.0,2014~2017학번만 신청 가능
SE214a,01,자동제어시스템(이론),공통필수,교과,이론,기초공학,자동제어,2.0,2.0,0.0,"동일과목 : (SE301) 자동제어시스템, (SE301a) 자동제어시스템(이론)"
SE214a,02,자동제어시스템(이론),공통필수,교과,이론,기초공학,자동제어,2.0,2.0,0.0,"동일과목 : (SE301) 자동제어시스템, (SE301a) 자동제어시스템(이론)"
SE214a,03,자동제어시스템(이론),공통필수,교과,이론,기초공학,자동제어,2.0,2.0,0.0,"동일과목 : (SE301) 자동제어시스템, (SE301a) 자동제어시스템(이론)"
SE214a,04,자동제어시스템(이론),공통필수,교과,이론,기초공학,자동제어,2.0,2.0,0.0,"동일과목 : (SE301) 자동제어시스템, (SE301a) 자동제어시스템(이론)"
SE214b,01,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,02,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,03,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,04,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,05,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,06,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,07,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE214b,08,자동제어시스템(실습),공통필수,교과,실습,기초공학,자동제어,1.0,0.0,2.0,"동일과목 : (SE301) 자동제어시스템, (SE301b) 자동제어시스템(실습)"
SE221c,01,복소함수론 (이.공),교선필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE221) 복합 공학 수학 – 심화 (이), (SE221a) 복합 공학 수학 - 심화 연습 (이), (SE221b) 복합 공학 수학 – 심화 (이) / 2018학번 이후 학번만 신청 가능"
SE222c,01,"복합 공학 수학 (이, 공)",교선필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE222) 복합 공학 수학 (이), (SE222a) 복합 공학 수학 연습 (이), (SE222b) 복합 공학 수학 (이)  / 2018학번 이후 학번만 신청 가능"
SE222c,02,"복합 공학 수학 (이, 공)",교선필수,교과,이론및실습,기초과학,수학,3.0,3.0,1.0,"동일과목 : (SE222) 복합 공학 수학 (이), (SE222a) 복합 공학 수학 연습 (이), (SE222b) 복합 공학 수학 (이)  / 2018학번 이후 학번만 신청 가능"
SE232a,01,열 및 통계 물리 (이.공),교선필수,교과,이론,기초과학,물리,3.0,3.0,0.0,"동일과목 : (SE232) 열 및 통계 물리(이론) (이.공), (SE234) 열 및 통계 물리(실습) (이.공)"
SE237,01,전기역학(이.공),교선필수,교과,이론,기초과학,물리,3.0,3.0,0.0,
SE245c,01,유기화학의 이해 (이),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,"동일과목 : (SE243) 유기화학의 이해(이론) (이), (SE244) 유기화학의 이해(실습) (이), (SE245a) 유기화학의 이해(이론) (이), (SE245b) 유기화학의 이해(실습) (이) /  2014~2017학번만 신청 가능"
SE245e,01,유기화학 Ⅱ (이),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,"동일과목 : (SE345) 유기반응의 이해 (이), (SE345a) 유기화학 Ⅱ (이) / 2018학번 이후 학번만 신청 가능"
SE246d,01,무기화학 Ⅰ (이),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,"동일과목 : (SE240) 합성으로 이루어진 세상(이), (SE246a) 합성으로 이루어진 세상(이론) (이), (SE246b) 합성으로 이루어진 세상(실습) (이), (SE246c) 합성으로 이루어진 세상 (이)"
SE248a,01,물리화학Ⅰ (이),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,"동일과목 : (SE248) 화학속의 물리학 (이), (SE340) 화학속의 물리학 (이)"
SE249b,01,화학공학개론 (공),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,
SE252,01,생명과학실험 II (이),교선필수,교과,실습,기초과학,생물,3.0,0.0,6.0,
SE252,02,생명과학실험 II (이),교선필수,교과,실습,기초과학,생물,3.0,0.0,6.0,
SE253,01,유전자의 구조와 발현(이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,2018학번 이후 학번만 신청 가능
SE253,02,유전자의 구조와 발현(이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,2018학번 이후 학번만 신청 가능
SE271,01,객체지향 프로그래밍 (이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,동일과목 : (SE375) 객체지향 프로그래밍 (이.공)
SE272,01,디자인 기획과 전략(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,
SE324a,01,수치해석 (이.공),교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,"동일과목 : (SE324) 수치해석 (이.공), (SE422) 수치해석 (이.공)"
SE325,01,편미분 방정식 (이.공),교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,
SE327a,01,고급대수 (이),교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,동일과목 : (SE327) 수학특강(이) / 영어강의(Delivered in English)
SE328,01,위상수학(이),교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,영어강의(Delivered in English)
SE333a,01,양자역학의 응용 (이.공),교선필수,교과,이론,기초과학,물리,3.0,3.0,0.0,동일과목 : (SE333) 양자역학과 나노물리 (이.공) / 영어강의(Delivered in English)
SE334a,01,고체물리 (이.공),교선필수,교과,이론,기초과학,물리,3.0,3.0,0.0,동일과목 : (SE334) 고체의 성질 (이) / 영어강의(Delivered in English)
SE336,01,응용물리 실험(이.공),교선필수,교과,실습,기초과학,물리,2.0,0.0,4.0,
SE345,01,유기반응의 이해 (이),교선필수,교과,이론,기초과학,화학,3.0,3.0,0.0,영어강의(Delivered in English) / 2014~2017학번만 신청 가능
SE346b,01,심화화학실험 Ⅱ (물리.무기화학)(이),교선필수,교과,실습,기초과학,화학,2.0,0.0,4.0,
SE346b,02,심화화학실험 Ⅱ (물리.무기화학)(이),교선필수,교과,실습,기초과학,화학,2.0,0.0,4.0,
SE350,01,생명과학특강 I (이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE354,01,생명현상의 정량적 이해 (이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE356,01,인체의 구조와 질병 (이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE358,01,분자생물학(이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,
SE364,01,전기전자 공학 Ⅱ (이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE367,01,동역학 (공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE374b,01,신경과학 Ⅱ (이),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,
SE378,01,의공학개론 (공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE380,01,컴퓨터 알고리즘 (이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,동일과목 : (SE361) 컴퓨터 공학 Ⅰ (이.공)  / 영어강의(Delivered in English)
SE383,01,공학적설계(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE386,01,시스템의 통합적 모델링(공) ,교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE388,01,기구학(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE389,01,인공지능 입문(이.공) ,교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE389,02,인공지능 입문(이.공) ,교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
SE423,01,비선형 동력계(이.공),교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,
SE425a,01,응용수학특론 (이.공) - 행렬군 및 응용,교선필수,교과,이론,기초과학,수학,3.0,3.0,0.0,동일과목 : (SE425) 응용수학방법론 (이.공) / 영어강의(Delivered in English)
SE434,01,응용물리특론(이.공),교선필수,교과,이론,기초과학,물리,3.0,3.0,0.0,영어강의(Delivered in English)
SE451,01,감염과 면역 (이),교선필수,교과,이론,기초과학,생물,3.0,3.0,0.0,영어강의(Delivered in English)
SE473,01,고체반응속도론(이.공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,
SE475,01,기계유체역학(공),교선필수,교과,이론,기초공학,MIREBraiN,3.0,3.0,0.0,영어강의(Delivered in English)
